U+2A6D7	𪛗
U+31EA6	𱺦
U+31EA7	𱺧
U+31EA8	𱺨
U+31EA9	𱺩
U+31EAA	𱺪
U+31EAB	𱺫
U+31EAC	𱺬
U+31EAD	𱺭
U+31EAE	𱺮
U+31EAF	𱺯
U+31EB0	𱺰
U+31EB1	𱺱
U+31EB2	𱺲
U+31EB3	𱺳
U+31EB4	𱺴
U+31EB5	𱺵
U+31EB6	𱺶
U+31EB7	𱺷
U+31EB8	𱺸
U+31EB9	𱺹
U+31EBB	𱺻
U+31EC7	𱻇
U+31EC9	𱻉
U+31ECA	𱻊
U+31ECB	𱻋
U+31ECC	𱻌
U+31ECE	𱻎
U+31ECF	𱻏
U+31EDE	𱻞
U+31EE2	𱻢
U+31EE8	𱻨
U+31EED	𱻭
U+31EF1	𱻱
U+31EF2	𱻲
U+31EF4	𱻴
U+31EF5	𱻵
U+31EFC	𱻼
U+31EFD	𱻽
U+31F00	𱼀
U+31F01	𱼁
U+31F02	𱼂
U+31F04	𱼄
U+31F05	𱼅
U+31F07	𱼇
U+31F0B	𱼋
U+31F0D	𱼍
U+31F0E	𱼎
U+31F0F	𱼏
U+31F10	𱼐
U+31F11	𱼑
U+31F15	𱼕
U+31F16	𱼖
U+31F17	𱼗
U+31F18	𱼘
U+31F1A	𱼚
U+31F1B	𱼛
U+31F1D	𱼝
U+31F1E	𱼞
U+31F1F	𱼟
U+31F20	𱼠
U+31F22	𱼢
U+31F27	𱼧
U+31F29	𱼩
U+31F2D	𱼭
U+31F2F	𱼯
U+31F37	𱼷
U+31F38	𱼸
U+31F39	𱼹
U+31F3A	𱼺
U+31F3C	𱼼
U+31F49	𱽉
U+31F4B	𱽋
U+31F4C	𱽌
U+31F4E	𱽎
U+31F4F	𱽏
U+31F50	𱽐
U+31F51	𱽑
U+31F52	𱽒
U+31F54	𱽔
U+31F56	𱽖
U+31F57	𱽗
U+31F58	𱽘
U+31F59	𱽙
U+31F5A	𱽚
U+31F5B	𱽛
U+31F5C	𱽜
U+31F5F	𱽟
U+31F60	𱽠
U+31F61	𱽡
U+31F63	𱽣
U+31F64	𱽤
U+31F65	𱽥
U+31F66	𱽦
U+31F68	𱽨
U+31F6A	𱽪
U+31F6B	𱽫
U+31F6C	𱽬
U+31F6E	𱽮
U+31F71	𱽱
U+31F72	𱽲
U+31F73	𱽳
U+31F76	𱽶
U+31F77	𱽷
U+31F7A	𱽺
U+31F7C	𱽼
U+31F7D	𱽽
U+31F7E	𱽾
U+31F7F	𱽿
U+31F82	𱾂
U+31F83	𱾃
U+31F86	𱾆
U+31F87	𱾇
U+31F8C	𱾌
U+31F8D	𱾍
U+31F8E	𱾎
U+31F90	𱾐
U+31F91	𱾑
U+31F96	𱾖
U+31F97	𱾗
U+31F9B	𱾛
U+31F9F	𱾟
U+31FA0	𱾠
U+31FA1	𱾡
U+31FA2	𱾢
U+31FA3	𱾣
U+31FA4	𱾤
U+31FA6	𱾦
U+31FA9	𱾩
U+31FBC	𱾼
U+31FBE	𱾾
U+31FC3	𱿃
U+31FC5	𱿅
U+31FC6	𱿆
U+31FC8	𱿈
U+31FCD	𱿍
U+31FCE	𱿎
U+31FD2	𱿒
U+31FD4	𱿔
U+31FD7	𱿗
U+31FD9	𱿙
U+31FDA	𱿚
U+31FDB	𱿛
U+31FDC	𱿜
U+31FDE	𱿞
U+31FE0	𱿠
U+31FE1	𱿡
U+31FE2	𱿢
U+31FE3	𱿣
U+31FE4	𱿤
U+31FE5	𱿥
U+31FE7	𱿧
U+31FE8	𱿨
U+31FE9	𱿩
U+31FEB	𱿫
U+31FEC	𱿬
U+31FEE	𱿮
U+31FEF	𱿯
U+31FF0	𱿰
U+31FF1	𱿱
U+31FF2	𱿲
U+31FF3	𱿳
U+31FF4	𱿴
U+31FF5	𱿵
U+31FF6	𱿶
U+31FF7	𱿷
U+31FF8	𱿸
U+31FF9	𱿹
U+31FFC	𱿼
U+31FFD	𱿽
U+31FFE	𱿾
U+31FFF	𱿿
U+32001	𲀁
U+32002	𲀂
U+32003	𲀃
U+32004	𲀄
U+32006	𲀆
U+32008	𲀈
U+32009	𲀉
U+3200A	𲀊
U+3200F	𲀏
U+32010	𲀐
U+32012	𲀒
U+32016	𲀖
U+32019	𲀙
U+3201A	𲀚
U+3201C	𲀜
U+3201D	𲀝
U+3201F	𲀟
U+32020	𲀠
U+32022	𲀢
U+32023	𲀣
U+32024	𲀤
U+32025	𲀥
U+32026	𲀦
U+32029	𲀩
U+3202A	𲀪
U+3202D	𲀭
U+3202F	𲀯
U+32031	𲀱
U+32032	𲀲
U+32033	𲀳
U+32037	𲀷
U+3203D	𲀽
U+3203E	𲀾
U+3203F	𲀿
U+32040	𲁀
U+32041	𲁁
U+32043	𲁃
U+32044	𲁄
U+32046	𲁆
U+32047	𲁇
U+32048	𲁈
U+32049	𲁉
U+3204C	𲁌
U+3204D	𲁍
U+32050	𲁐
U+32051	𲁑
U+32052	𲁒
U+32053	𲁓
U+32054	𲁔
U+32055	𲁕
U+32056	𲁖
U+32057	𲁗
U+32058	𲁘
U+32059	𲁙
U+3205A	𲁚
U+3205E	𲁞
U+32060	𲁠
U+32061	𲁡
U+32062	𲁢
U+32063	𲁣
U+32064	𲁤
U+32066	𲁦
U+32068	𲁨
U+3206B	𲁫
U+32070	𲁰
U+32072	𲁲
U+32075	𲁵
U+32077	𲁷
U+3207A	𲁺
U+3207B	𲁻
U+3207D	𲁽
U+3207E	𲁾
U+3207F	𲁿
U+32082	𲂂
U+32083	𲂃
U+32084	𲂄
U+32085	𲂅
U+32086	𲂆
U+32087	𲂇
U+32088	𲂈
U+32089	𲂉
U+3208A	𲂊
U+3208B	𲂋
U+3208C	𲂌
U+3208D	𲂍
U+3208E	𲂎
U+3208F	𲂏
U+32090	𲂐
U+32091	𲂑
U+32092	𲂒
U+32093	𲂓
U+32094	𲂔
U+32095	𲂕
U+32096	𲂖
U+32097	𲂗
U+320A1	𲂡
U+320A3	𲂣
U+320A4	𲂤
U+320A5	𲂥
U+320A6	𲂦
U+320A7	𲂧
U+320A8	𲂨
U+320AA	𲂪
U+320AB	𲂫
U+320B2	𲂲
U+320B3	𲂳
U+320B4	𲂴
U+320B6	𲂶
U+320BA	𲂺
U+320BB	𲂻
U+320BC	𲂼
U+320BD	𲂽
U+320BE	𲂾
U+320BF	𲂿
U+320C0	𲃀
U+320C1	𲃁
U+320C2	𲃂
U+320C3	𲃃
U+320C4	𲃄
U+320C5	𲃅
U+320C6	𲃆
U+320C7	𲃇
U+320C9	𲃉
U+320CA	𲃊
U+320CD	𲃍
U+320CE	𲃎
U+320CF	𲃏
U+320D1	𲃑
U+320D3	𲃓
U+320D4	𲃔
U+320D5	𲃕
U+320D6	𲃖
U+320D7	𲃗
U+320D9	𲃙
U+320DA	𲃚
U+320DC	𲃜
U+320DD	𲃝
U+320DE	𲃞
U+320DF	𲃟
U+320E0	𲃠
U+320E1	𲃡
U+320E3	𲃣
U+320E5	𲃥
U+320E6	𲃦
U+320E7	𲃧
U+320E9	𲃩
U+320EB	𲃫
U+320EC	𲃬
U+320ED	𲃭
U+320EE	𲃮
U+320EF	𲃯
U+320F3	𲃳
U+320F4	𲃴
U+320F6	𲃶
U+320F8	𲃸
U+320FA	𲃺
U+320FB	𲃻
U+320FD	𲃽
U+320FE	𲃾
U+320FF	𲃿
U+32100	𲄀
U+32101	𲄁
U+32102	𲄂
U+32104	𲄄
U+32105	𲄅
U+32109	𲄉
U+3210C	𲄌
U+3210E	𲄎
U+3210F	𲄏
U+32110	𲄐
U+32111	𲄑
U+32112	𲄒
U+32115	𲄕
U+32117	𲄗
U+32118	𲄘
U+32119	𲄙
U+3211A	𲄚
U+3211B	𲄛
U+3211C	𲄜
U+32120	𲄠
U+32121	𲄡
U+32122	𲄢
U+32123	𲄣
U+32124	𲄤
U+32125	𲄥
U+32126	𲄦
U+32127	𲄧
U+32128	𲄨
U+32129	𲄩
U+3212A	𲄪
U+3212C	𲄬
U+32132	𲄲
U+32133	𲄳
U+32134	𲄴
U+32136	𲄶
U+32139	𲄹
U+3213A	𲄺
U+3213D	𲄽
U+3213E	𲄾
U+32140	𲅀
U+32141	𲅁
U+32142	𲅂
U+32143	𲅃
U+32148	𲅈
U+32149	𲅉
U+3214C	𲅌
U+3214E	𲅎
U+32150	𲅐
U+32151	𲅑
U+32152	𲅒
U+32153	𲅓
U+32156	𲅖
U+32157	𲅗
U+32159	𲅙
U+3215B	𲅛
U+32163	𲅣
U+32165	𲅥
U+32166	𲅦
U+32167	𲅧
U+32169	𲅩
U+3216D	𲅭
U+32170	𲅰
U+32172	𲅲
U+32173	𲅳
U+32176	𲅶
U+32177	𲅷
U+3217B	𲅻
U+3217C	𲅼
U+3217D	𲅽
U+3217F	𲅿
U+32184	𲆄
U+32185	𲆅
U+32187	𲆇
U+3218F	𲆏
U+32191	𲆑
U+32193	𲆓
U+32194	𲆔
U+32196	𲆖
U+32197	𲆗
U+32199	𲆙
U+3219D	𲆝
U+3219E	𲆞
U+321A0	𲆠
U+321A2	𲆢
U+321A3	𲆣
U+321A4	𲆤
U+321A7	𲆧
U+321AA	𲆪
U+321AB	𲆫
U+321AC	𲆬
U+321AD	𲆭
U+321AE	𲆮
U+321B2	𲆲
U+321B4	𲆴
U+321B5	𲆵
U+321B6	𲆶
U+321BD	𲆽
U+321BF	𲆿
U+321C3	𲇃
U+321C7	𲇇
U+321CA	𲇊
U+321CB	𲇋
U+321CE	𲇎
U+321CF	𲇏
U+321D0	𲇐
U+321D1	𲇑
U+321D2	𲇒
U+321D3	𲇓
U+321D5	𲇕
U+321D6	𲇖
U+321D9	𲇙
U+321DA	𲇚
U+321DB	𲇛
U+321DD	𲇝
U+321DE	𲇞
U+321DF	𲇟
U+321E0	𲇠
U+321E1	𲇡
U+321E2	𲇢
U+321E5	𲇥
U+321E7	𲇧
U+321EB	𲇫
U+321ED	𲇭
U+321EE	𲇮
U+321EF	𲇯
U+321F0	𲇰
U+321F1	𲇱
U+321F2	𲇲
U+321F3	𲇳
U+321F4	𲇴
U+321F5	𲇵
U+321F6	𲇶
U+321F7	𲇷
U+321F8	𲇸
U+321F9	𲇹
U+321FA	𲇺
U+321FB	𲇻
U+321FC	𲇼
U+321FD	𲇽
U+321FE	𲇾
U+321FF	𲇿
U+32200	𲈀
U+32201	𲈁
U+32202	𲈂
U+32203	𲈃
U+32204	𲈄
U+32205	𲈅
U+32206	𲈆
U+32207	𲈇
U+32208	𲈈
U+32209	𲈉
U+3220A	𲈊
U+3220B	𲈋
U+3220C	𲈌
U+3220D	𲈍
U+3220E	𲈎
U+3220F	𲈏
U+32210	𲈐
U+32211	𲈑
U+32212	𲈒
U+32213	𲈓
U+32214	𲈔
U+32215	𲈕
U+32216	𲈖
U+32217	𲈗
U+32218	𲈘
U+32219	𲈙
U+3221A	𲈚
U+3221B	𲈛
U+3221C	𲈜
U+3221D	𲈝
U+3221E	𲈞
U+3221F	𲈟
U+32220	𲈠
U+32221	𲈡
U+32224	𲈤
U+32225	𲈥
U+32226	𲈦
U+32227	𲈧
U+32228	𲈨
U+32229	𲈩
U+3222B	𲈫
U+3222D	𲈭
U+3222E	𲈮
U+32233	𲈳
U+32234	𲈴
U+32235	𲈵
U+32236	𲈶
U+32237	𲈷
U+32238	𲈸
U+32239	𲈹
U+3223A	𲈺
U+3223B	𲈻
U+3223C	𲈼
U+3223D	𲈽
U+3223E	𲈾
U+3223F	𲈿
U+32240	𲉀
U+32241	𲉁
U+32242	𲉂
U+32243	𲉃
U+32244	𲉄
U+32245	𲉅
U+32246	𲉆
U+32247	𲉇
U+32248	𲉈
U+32249	𲉉
U+3224A	𲉊
U+3224B	𲉋
U+3224C	𲉌
U+3224D	𲉍
U+3224E	𲉎
U+32251	𲉑
U+32253	𲉓
U+32258	𲉘
U+3225C	𲉜
U+3225F	𲉟
U+32267	𲉧
U+32268	𲉨
U+32269	𲉩
U+3226A	𲉪
U+3226E	𲉮
U+32270	𲉰
U+32272	𲉲
U+32273	𲉳
U+32274	𲉴
U+32275	𲉵
U+32276	𲉶
U+3227D	𲉽
U+32284	𲊄
U+32286	𲊆
U+32287	𲊇
U+3228E	𲊎
U+32293	𲊓
U+32296	𲊖
U+32297	𲊗
U+32298	𲊘
U+32299	𲊙
U+3229B	𲊛
U+322A1	𲊡
U+322A3	𲊣
U+322A5	𲊥
U+322A6	𲊦
U+322A8	𲊨
U+322A9	𲊩
U+322AB	𲊫
U+322AE	𲊮
U+322B1	𲊱
U+322B4	𲊴
U+322B5	𲊵
U+322B6	𲊶
U+322B9	𲊹
U+322BA	𲊺
U+322BB	𲊻
U+322BC	𲊼
U+322BD	𲊽
U+322BE	𲊾
U+322BF	𲊿
U+322C0	𲋀
U+322C1	𲋁
U+322C2	𲋂
U+322C3	𲋃
U+322C4	𲋄
U+322C5	𲋅
U+322CA	𲋊
U+322CE	𲋎
U+322CF	𲋏
U+322D0	𲋐
U+322D1	𲋑
U+322D4	𲋔
U+322D5	𲋕
U+322D8	𲋘
U+322D9	𲋙
U+322DB	𲋛
U+322DC	𲋜
U+322DE	𲋞
U+322DF	𲋟
U+322E2	𲋢
U+322E3	𲋣
U+322E4	𲋤
U+322E5	𲋥
U+322E6	𲋦
U+322E7	𲋧
U+322E8	𲋨
U+322E9	𲋩
U+322EA	𲋪
U+322EB	𲋫
U+322EC	𲋬
U+322F2	𲋲
U+322F6	𲋶
U+322F8	𲋸
U+322FB	𲋻
U+322FC	𲋼
U+32302	𲌂
U+32303	𲌃
U+32304	𲌄
U+32305	𲌅
U+32306	𲌆
U+32307	𲌇
U+32308	𲌈
U+32309	𲌉
U+3230A	𲌊
U+3230B	𲌋
U+3230D	𲌍
U+3230E	𲌎
U+3230F	𲌏
U+32311	𲌑
U+32314	𲌔
U+32315	𲌕
U+32316	𲌖
U+32319	𲌙
U+3231B	𲌛
U+3231E	𲌞
U+3231F	𲌟
U+32321	𲌡
U+32322	𲌢
U+32325	𲌥
U+32327	𲌧
U+32328	𲌨
U+32329	𲌩
U+3232A	𲌪
U+3232B	𲌫
U+3232C	𲌬
U+3232D	𲌭
U+3232E	𲌮
U+3232F	𲌯
U+32330	𲌰
U+32331	𲌱
U+32332	𲌲
U+32335	𲌵
U+3233E	𲌾
U+32344	𲍄
U+32345	𲍅
U+32346	𲍆
U+32347	𲍇
U+32348	𲍈
U+32349	𲍉
U+3234A	𲍊
U+3234B	𲍋
U+3234C	𲍌
U+3234D	𲍍
U+3234E	𲍎
U+3234F	𲍏
U+32350	𲍐
U+32351	𲍑
U+32352	𲍒
U+32353	𲍓
U+32354	𲍔
U+32355	𲍕
U+32356	𲍖
U+32357	𲍗
U+32358	𲍘
U+32359	𲍙
U+3235A	𲍚
U+3235B	𲍛
U+3235C	𲍜
U+3235D	𲍝
U+3235E	𲍞
U+3235F	𲍟
U+32361	𲍡
U+32366	𲍦
U+32367	𲍧
U+32368	𲍨
U+32369	𲍩
U+3236B	𲍫
U+3236C	𲍬
U+3236D	𲍭
U+3236E	𲍮
U+3236F	𲍯
U+32370	𲍰
U+32371	𲍱
U+32372	𲍲
U+32373	𲍳
U+32374	𲍴
U+32375	𲍵
U+32376	𲍶
U+32377	𲍷
U+32378	𲍸
U+32379	𲍹
U+3237A	𲍺
U+3237B	𲍻
U+3237C	𲍼
U+3237D	𲍽
U+3237E	𲍾
U+3237F	𲍿
U+32380	𲎀
U+32381	𲎁
U+32382	𲎂
U+32383	𲎃
U+32384	𲎄
U+32385	𲎅
U+32386	𲎆
U+32387	𲎇
U+32388	𲎈
U+32389	𲎉
U+3238A	𲎊
U+3238B	𲎋
U+3238C	𲎌
U+3238E	𲎎
U+32390	𲎐
U+32391	𲎑
U+32392	𲎒
U+32395	𲎕
U+32396	𲎖
U+32399	𲎙
U+323A0	𲎠
U+323A7	𲎧
U+323A8	𲎨
U+323A9	𲎩
U+323AA	𲎪
U+323AB	𲎫
U+323AC	𲎬
U+323AD	𲎭
U+323AE	𲎮
U+323AF	𲎯
U+0F900	豈
U+0F909	契
U+0F90E	癩
U+0F90F	羅
U+0F910	蘿
U+0F911	螺
U+0F912	裸
U+0F913	邏
U+0F914	樂
U+0F91B	亂
U+0F91C	卵
U+0F920	鸞
U+0F921	嵐
U+0F922	濫
U+0F923	藍
U+0F924	襤
U+0F925	拉
U+0F926	臘
U+0F927	蠟
U+0F928	廊
U+0F929	朗
U+0F92A	浪
U+0F92B	狼
U+0F92E	冷
U+0F930	擄
U+0F936	虜
U+0F938	露
U+0F93B	碌
U+0F93C	祿
U+0F93D	綠
U+0F93E	菉
U+0F93F	錄
U+0F940	鹿
U+0F941	論
U+0F942	壟
U+0F944	籠
U+0F945	聾
U+0F946	牢
U+0F949	雷
U+0F94B	屢
U+0F94C	樓
U+0F94F	累
U+0F950	縷
U+0F951	陋
U+0F954	凜
U+0F955	凌
U+0F956	稜
U+0F957	綾
U+0F958	菱
U+0F959	陵
U+0F95A	讀
U+0F95B	拏
U+0F95C	樂
U+0F95D	諾
U+0F95F	寧
U+0F960	怒
U+0F961	率
U+0F969	數
U+0F96A	索
U+0F96B	參
U+0F96C	塞
U+0F96F	說
U+0F970	殺
U+0F971	辰
U+0F975	掠
U+0F977	亮
U+0F97C	良
U+0F97D	諒
U+0F981	女
U+0F982	廬
U+0F983	旅
U+0F987	驪
U+0F988	麗
U+0F989	黎
U+0F98D	轢
U+0F98F	憐
U+0F990	戀
U+0F992	漣
U+0F994	璉
U+0F996	練
U+0F997	聯
U+0F999	蓮
U+0F99A	連
U+0F9A0	裂
U+0F9A1	說
U+0F9A2	廉
U+0F9A3	念
U+0F9A4	捻
U+0F9A6	簾
U+0F9A7	獵
U+0F9A8	令
U+0F9A9	囹
U+0F9AA	寧
U+0F9AB	嶺
U+0F9AC	怜
U+0F9AD	玲
U+0F9AF	羚
U+0F9B0	聆
U+0F9B1	鈴
U+0F9B2	零
U+0F9B3	靈
U+0F9B4	領
U+0F9B6	禮
U+0F9B9	惡
U+0F9BC	寮
U+0F9BF	樂
U+0F9C1	療
U+0F9C2	蓼
U+0F9C3	遼
U+0F9C4	龍
U+0F9C7	劉
U+0F9C9	柳
U+0F9CA	流
U+0F9CB	溜
U+0F9CC	琉
U+0F9CD	留
U+0F9CE	硫
U+0F9CF	紐
U+0F9D1	六
U+0F9D2	戮
U+0F9D3	陸
U+0F9D4	倫
U+0F9D5	崙
U+0F9D6	淪
U+0F9D7	輪
U+0F9DB	率
U+0F9E5	痢
U+0F9E6	罹
U+0F9E8	裡
U+0F9EA	離
U+0F9EB	匿
U+0F9EC	溺
U+0F9ED	吝
U+0F9EE	燐
U+0F9EF	璘
U+0F9F0	藺
U+0F9F2	鱗
U+0F9F3	麟
U+0F9F6	臨
U+0F9F7	立
U+0F9F8	笠
U+0F9F9	粒
U+0F9FC	識
U+0F9FE	茶
U+0FA00	切
U+0FA01	度
U+0FA03	糖
U+0FA04	宅
U+0FA09	降
U+0FA0B	廓
U+0FA10	塚
U+0FA12	晴
U+0FA15	凞
U+0FA16	猪
U+0FA17	益
U+0FA19	神
U+0FA1A	祥
U+0FA1B	福
U+0FA1C	靖
U+0FA1D	精
U+0FA1E	羽
U+0FA22	諸
U+0FA25	逸
U+0FA26	都
U+0FA2A	飯
U+0FA2B	飼
U+0FA2C	館
U+0FA2D	鶴
U+0FA2E	郞
U+0FA30	侮
U+0FA31	僧
U+0FA32	免
U+0FA36	喝
U+0FA39	塀
U+0FA3B	層
U+0FA3C	屮
U+0FA3D	悔
U+0FA3E	慨
U+0FA3F	憎
U+0FA40	懲
U+0FA41	敏
U+0FA42	既
U+0FA43	暑
U+0FA44	梅
U+0FA45	海
U+0FA46	渚
U+0FA48	煮
U+0FA4A	琢
U+0FA4C	社
U+0FA4D	祉
U+0FA4E	祈
U+0FA4F	祐
U+0FA50	祖
U+0FA51	祝
U+0FA52	禍
U+0FA53	禎
U+0FA54	穀
U+0FA55	突
U+0FA56	節
U+0FA57	練
U+0FA58	縉
U+0FA59	繁
U+0FA5A	署
U+0FA5B	者
U+0FA5F	著
U+0FA60	褐
U+0FA61	視
U+0FA62	謁
U+0FA63	謹
U+0FA64	賓
U+0FA65	贈
U+0FA66	辶
U+0FA67	逸
U+0FA68	難
U+0FA69	響
U+0FA6A	頻
U+0FA6B	恵
U+0FA6C	𤋮
U+0FA6D	舘
U+2F800	丽
U+2F801	丸
U+2F802	乁
U+2F803	𠄢
U+2F804	你
U+2F805	侮
U+2F806	侻
U+2F807	倂
U+2F808	偺
U+2F809	備
U+2F80A	僧
U+2F80B	像
U+2F80C	㒞
U+2F80D	𠘺
U+2F80E	免
U+2F80F	兔
U+2F810	兤
U+2F811	具
U+2F812	𠔜
U+2F813	㒹
U+2F814	內
U+2F815	再
U+2F816	𠕋
U+2F817	冗
U+2F818	冤
U+2F819	仌
U+2F81A	冬
U+2F81B	况
U+2F81C	𩇟
U+2F81D	凵
U+2F81E	刃
U+2F81F	㓟
U+2F820	刻
U+2F821	剆
U+2F822	割
U+2F823	剷
U+2F824	㔕
U+2F826	勉
U+2F827	勤
U+2F828	勺
U+2F829	包
U+2F82A	匆
U+2F82B	北
U+2F82C	卉
U+2F82D	卑
U+2F82E	博
U+2F82F	即
U+2F830	卽
U+2F831	卿
U+2F832	卿
U+2F833	卿
U+2F834	𠨬
U+2F835	灰
U+2F836	及
U+2F837	叟
U+2F838	𠭣
U+2F839	叫
U+2F83A	叱
U+2F83C	咞
U+2F83D	吸
U+2F83E	呈
U+2F83F	周
U+2F841	哶
U+2F842	唐
U+2F843	啓
U+2F844	啣
U+2F845	善
U+2F846	善
U+2F847	喙
U+2F848	喫
U+2F849	喳
U+2F84A	嗂
U+2F84B	圖
U+2F84C	嘆
U+2F84D	圗
U+2F84E	噑
U+2F84F	噴
U+2F850	切
U+2F851	壮
U+2F852	城
U+2F853	埴
U+2F854	堍
U+2F855	型
U+2F856	堲
U+2F857	報
U+2F858	墬
U+2F859	𡓤
U+2F85A	売
U+2F85B	壷
U+2F85C	夆
U+2F85D	多
U+2F85E	夢
U+2F85F	奢
U+2F860	𡚨
U+2F861	𡛪
U+2F862	姬
U+2F863	娛
U+2F864	娧
U+2F865	姘
U+2F866	婦
U+2F867	㛮
U+2F868	㛼
U+2F869	嬈
U+2F86A	嬾
U+2F86B	嬾
U+2F86C	𡧈
U+2F86D	寃
U+2F86E	寘
U+2F86F	寧
U+2F870	寳
U+2F871	𡬘
U+2F872	寿
U+2F873	将
U+2F874	当
U+2F875	尢
U+2F876	㞁
U+2F877	屠
U+2F879	峀
U+2F87A	岍
U+2F87B	𡷤
U+2F87C	嵃
U+2F87D	𡷦
U+2F87E	嵮
U+2F87F	嵫
U+2F880	嵼
U+2F881	巡
U+2F882	巢
U+2F883	㠯
U+2F885	帨
U+2F886	帽
U+2F887	幩
U+2F888	㡢
U+2F889	𢆃
U+2F88A	㡼
U+2F88B	庰
U+2F88C	庳
U+2F88D	庶
U+2F88E	廊
U+2F88F	𪎒
U+2F890	廾
U+2F891	𢌱
U+2F892	𢌱
U+2F893	舁
U+2F895	弢
U+2F896	㣇
U+2F897	𣊸
U+2F898	𦇚
U+2F899	形
U+2F89A	彫
U+2F89B	㣣
U+2F89C	徚
U+2F89D	忍
U+2F89E	志
U+2F89F	忹
U+2F8A0	悁
U+2F8A1	㤺
U+2F8A2	㤜
U+2F8A3	悔
U+2F8A4	𢛔
U+2F8A5	惇
U+2F8A7	慌
U+2F8A8	慎
U+2F8A9	慌
U+2F8AA	慺
U+2F8AB	憎
U+2F8AC	憲
U+2F8AD	憤
U+2F8AE	憯
U+2F8AF	懞
U+2F8B0	懲
U+2F8B1	懶
U+2F8B2	成
U+2F8B3	戛
U+2F8B4	扝
U+2F8B5	抱
U+2F8B7	捐
U+2F8B8	𢬌
U+2F8B9	挽
U+2F8BA	拼
U+2F8BB	捨
U+2F8BC	掃
U+2F8BD	揤
U+2F8BE	𢯱
U+2F8BF	搢
U+2F8C0	揅
U+2F8C1	掩
U+2F8C2	㨮
U+2F8C3	摩
U+2F8C4	摾
U+2F8C5	撝
U+2F8C6	摷
U+2F8C7	㩬
U+2F8C8	敏
U+2F8C9	敬
U+2F8CA	𣀊
U+2F8CB	旣
U+2F8CC	書
U+2F8CE	㬙
U+2F8CF	暑
U+2F8D0	㬈
U+2F8D1	㫤
U+2F8D2	冒
U+2F8D3	冕
U+2F8D4	最
U+2F8D5	暜
U+2F8D6	肭
U+2F8D7	䏙
U+2F8D8	朗
U+2F8D9	望
U+2F8DA	朡
U+2F8DC	杓
U+2F8DD	𣏃
U+2F8DE	㭉
U+2F8DF	柺
U+2F8E0	枅
U+2F8E1	桒
U+2F8E2	梅
U+2F8E3	𣑭
U+2F8E4	梎
U+2F8E5	栟
U+2F8E6	椔
U+2F8E7	㮝
U+2F8E8	楂
U+2F8E9	榣
U+2F8EA	槪
U+2F8EB	檨
U+2F8EC	𣚣
U+2F8ED	櫛
U+2F8EE	㰘
U+2F8EF	次
U+2F8F0	𣢧
U+2F8F1	歔
U+2F8F2	㱎
U+2F8F3	歲
U+2F8F4	殟
U+2F8F5	殺
U+2F8F6	殻
U+2F8F7	𣪍
U+2F8F8	𡴋
U+2F8F9	𣫺
U+2F8FA	汎
U+2F8FB	𣲼
U+2F8FC	沿
U+2F8FD	泍
U+2F8FE	汧
U+2F8FF	洖
U+2F900	派
U+2F901	海
U+2F902	流
U+2F903	浩
U+2F904	浸
U+2F905	涅
U+2F906	𣴞
U+2F907	洴
U+2F908	港
U+2F909	湮
U+2F90A	㴳
U+2F90B	滋
U+2F90C	滇
U+2F90D	𣻑
U+2F90E	淹
U+2F90F	潮
U+2F910	𣽞
U+2F911	𣾎
U+2F912	濆
U+2F913	瀹
U+2F914	瀞
U+2F915	瀛
U+2F916	㶖
U+2F917	灊
U+2F918	災
U+2F919	灷
U+2F91A	炭
U+2F91B	𠔥
U+2F91C	煅
U+2F91D	𤉣
U+2F91E	熜
U+2F91F	𤎫
U+2F921	爵
U+2F922	牐
U+2F923	𤘈
U+2F924	犀
U+2F925	犕
U+2F926	𤜵
U+2F927	𤠔
U+2F928	獺
U+2F929	王
U+2F92A	㺬
U+2F92B	玥
U+2F92C	㺸
U+2F92D	㺸
U+2F92E	瑇
U+2F92F	瑜
U+2F930	瑱
U+2F931	璅
U+2F932	瓊
U+2F933	㼛
U+2F934	甤
U+2F935	𤰶
U+2F936	甾
U+2F937	𤲒
U+2F938	異
U+2F939	𢆟
U+2F93A	瘐
U+2F93B	𤾡
U+2F93C	𤾸
U+2F93D	𥁄
U+2F93E	㿼
U+2F93F	䀈
U+2F940	直
U+2F941	𥃳
U+2F942	𥃲
U+2F943	𥄙
U+2F944	𥄳
U+2F945	眞
U+2F946	真
U+2F947	真
U+2F948	睊
U+2F949	䀹
U+2F94A	瞋
U+2F94B	䁆
U+2F94C	䂖
U+2F94D	𥐝
U+2F94E	硎
U+2F94F	碌
U+2F950	磌
U+2F951	䃣
U+2F952	𥘦
U+2F953	祖
U+2F954	𥚚
U+2F955	𥛅
U+2F956	福
U+2F957	秫
U+2F958	䄯
U+2F959	穀
U+2F95A	穊
U+2F95B	穏
U+2F95C	𥥼
U+2F95D	𥪧
U+2F95E	𥪧
U+2F95F	竮
U+2F960	䈂
U+2F961	𥮫
U+2F962	篆
U+2F963	築
U+2F964	䈧
U+2F965	𥲀
U+2F966	糒
U+2F967	䊠
U+2F968	糨
U+2F969	糣
U+2F96A	紀
U+2F96B	𥾆
U+2F96C	絣
U+2F96D	䌁
U+2F96E	緇
U+2F96F	縂
U+2F970	繅
U+2F971	䌴
U+2F972	𦈨
U+2F973	𦉇
U+2F974	䍙
U+2F975	𦋙
U+2F976	罺
U+2F977	𦌾
U+2F978	羕
